,iata_code,name
35918,PGC,Grant County Airport
35919,WAL,Wallops Flight Facility Airport
35920,WAY,Greene County Airport
35921,WBW,Wilkes Barre Wyoming Valley Airport
35922,WDG,Enid Woodring Regional Airport
35923,WDR,Barrow County Airport
35924,KWF,Waterfall Seaplane Base
35925,WHP,Whiteman Airport
35926,WJF,General WM J Fox Airfield
35928,WLD,Strother Field
35929,WLW,Willows Glenn County Airport
35930,WMC,Winnemucca Municipal Airport
35931,KWP,West Point Village Seaplane Base
35932,WRB,Robins Air Force Base
35933,WRI,Mc Guire Air Force Base
35934,WRL,Worland Municipal Airport
35935,WSD,Condron Army Air Field
35936,WST,Westerly State Airport
35937,KWV,Kurwina Airport
35938,WVI,Watsonville Municipal Airport
35939,WVL,Waterville Robert Lafleur Airport
35940,WWD,Cape May County Airport
35941,WWR,West Woodward Airport
35942,KWX,Kiwai Airport
35943,KWY,Kiwayu Airport
35944,WYS,Yellowstone Airport
35955,KYO,Tampa North Aero Park Airport
35964,KXA,Kasaan Seaplane Base
35969,XNA,Northwest Arkansas Regional Airport
35987,WBK,West Branch Community Airport
36004,YIP,Willow Run Airport
36005,YKM,Yakima Air Terminal McAllister Field
36006,YKN,Chan Gurney Municipal Airport
36007,KYL,Port Largo Airport
36008,YNG,Youngstown Warren Regional Airport
36024,TDK,Taldykorgan Airport
36075,BXY,Krainiy Airport
36090,USJ,Usharal Airport
36125,ATX,Atbasar Airport
36137,KZB,Zachar Bay Seaplane Base
36140,KZF,Kaintiba Airport
36141,ZPH,Zephyrhills Municipal Airport
36143,ZZV,Zanesville Municipal Airport
36270,LAC,Layang-Layang Airport
36275,KFZ,Kukës International Airport
36279,TIA,Tirana International Airport Mother Teresa
36309,BOJ,Burgas Airport
36317,GOZ,Gorna Oryahovitsa Airport
36319,LBH,Palm Beach Seaplane Base
36326,LBM,Luabo Airport
36330,PDV,Plovdiv International Airport
36336,ROU,Ruse Airport
36339,SOF,Sofia Airport
36341,SLS,Silistra Polkovnik Lambrinovo Air Base
36343,SZR,Stara Zagora Airport
36344,TGV,Targovishte Airport / Buhovtsi Airfield
36349,VAR,Varna Airport
36351,ECN,Ercan International Airport
36352,LCA,Larnaca International Airport
36353,LCP,Loncopue Airport
36354,PFO,Paphos International Airport
36355,AKT,RAF Akrotiri
36358,DBV,Dubrovnik Airport
36359,LSZ,Lošinj Island Airport
36363,OSI,Osijek Airport
36365,PUY,Pula Airport
36371,RJK,Rijeka Airport
36374,BWK,Brač Airport
36379,SPU,Split Airport
36386,LDW,Lansdowne Airport
36387,ZAG,Zagreb Airport
36390,ZAD,Zadar Airport
36402,ABC,Albacete Airport / Los Llanos Air Base
36403,ALC,Alicante International Airport
36404,LEI,Almería International Airport
36406,OVD,Asturias Airport
36409,ODB,Córdoba Airport
36410,BIO,Bilbao Airport
36413,RGS,Burgos Airport
36415,BCN,Barcelona International Airport
36417,BJZ,Badajoz Airport
36422,CDT,Castellón-Costa Azahar Airport
36426,LCG,A Coruña Airport
36428,ECV,Madrid-Cuatro Vientos Airport
36431,ILD,Lleida-Alguaire Airport
36444,GRO,Girona Airport
36446,GRX,Federico Garcia Lorca Airport
36454,HSK,Huesca/Pirineos Airport
36460,IBZ,Ibiza Airport
36466,XRY,Jerez Airport
36470,MJV,San Javier Airport
36473,QSA,Sabadell Airport
36475,LEN,Leon Airport
36476,RJL,Logroño-Agoncillo Airport
36478,MAD,Adolfo Suárez Madrid–Barajas Airport
36480,AGP,Málaga Airport
36481,MAH,Menorca Airport
36483,OZP,Moron Air Base
36496,LEO,Lekoni Airport
36501,PMI,Palma De Mallorca Airport
36504,PNA,Pamplona Airport
36514,CQM,Ciudad Real International Airport
36517,REU,Reus Air Base
36518,ROZ,Rota Naval Station Airport
36521,SLM,Salamanca Airport
36526,EAS,San Sebastian Airport
36529,SCQ,Santiago de Compostela Airport
36530,LEU,Pirineus - la Seu d'Urgel Airport
36536,TEV,Teruel Airport
36538,TOJ,Madrid–Torrejón Airport / Torrejón Air Base
36546,VLC,Valencia Airport
36547,VLL,Valladolid Airport
36553,VIT,Vitoria/Foronda Airport
36554,VGO,Vigo Airport
36555,SDR,Santander Airport
36556,ZAZ,Zaragoza Air Base
36557,SVQ,Sevilla Airport
36561,DPE,St Aubin Airport
36562,CQF,Calais-Dunkerque Airport
36576,BYF,Albert-Bray Airport
36579,LTQ,Le Touquet-Côte d'Opale Airport
36581,XVS,Valenciennes-Denain Airport
36585,AGF,Agen-La Garenne Airport
36587,BOD,Bordeaux-Mérignac Airport
36588,EGC,Bergerac-Roumanière Airport
36590,CNG,Cognac-Châteaubernard (BA 709) Air Base
36591,LRH,La Rochelle-Île de Ré Airport
36592,PIS,Poitiers-Biard Airport
36594,MCU,Montluçon-Guéret Airport
36595,LIG,Limoges Airport
36597,NIT,Niort-Souché Airport
36598,TLS,Toulouse-Blagnac Airport
36599,PUF,Pau Pyrénées Airport
36602,LDE,Tarbes-Lourdes-Pyrénées Airport
36603,ANG,Angoulême-Brie-Champniers Airport
36605,PGX,Périgueux-Bassillac Airport
36606,XDA,Dax Seyresse Airport
36607,BIQ,Biarritz-Anglet-Bayonne Airport
36610,ZAO,Aérodrome de Cahors-Lalbenque
36616,LBI,Albi-Le Séquestre Airport
36618,DCM,Castres-Mazamet Airport
36625,RDZ,Rodez-Marcillac Airport
36632,RYN,Royan-Médis Airport
36646,RCO,Rochefort-Saint-Agnant (BA 721) Airport
36682,IDY,Île d'Yeu Airport
36707,CMR,Colmar-Houssen Airport
36716,DLE,Dole-Tavaux Airport
36743,MVV,Megève Altiport
36745,OBS,Aubenas-Ardèche Méridional Airport
36746,LPY,Le Puy-Loudes Airport
36751,AHZ,Altiport L'Alpe d'Huez - Henri GIRAUD
36781,ETZ,Metz-Nancy-Lorraine Airport
36783,ANE,Angers-Loire Airport
36790,BIA,Bastia-Poretta Airport
36791,CLY,Calvi-Sainte-Catherine Airport
36794,FSC,Figari Sud-Corse Airport
36797,AJA,Ajaccio-Napoléon Bonaparte Airport
36800,PRP,Propriano Airport
36802,SOZ,Solenzara (BA 126) Air Base
36804,MFX,Méribel Altiport
36807,AUF,Auxerre-Branches Airport
36808,CMF,Chambéry-Savoie Airport
36809,CFE,Clermont-Ferrand Auvergne Airport
36810,BOU,Bourges Airport
36814,QNJ,Annemasse Airport
36815,CVF,Courchevel Airport
36817,LYS,Lyon Saint-Exupéry Airport
36819,SYT,Saint-Yan Airport
36820,RNE,Roanne-Renaison Airport
36821,NCY,Annecy-Haute-Savoie-Mont Blanc Airport
36824,GNB,Grenoble-Isère Airport
36826,VAF,Valence-Chabeuil Airport
36827,VHY,Vichy-Charmeil Airport
36828,AUR,Aurillac Airport
36829,CHR,"Châteauroux-Déols ""Marcel Dassault"" Airport"
36830,LYN,Lyon-Bron Airport
36834,CEQ,Cannes-Mandelieu Airport
36838,EBU,Saint-Étienne-Bouthéon Airport
36840,CCF,Carcassonne Airport
36841,MRS,Marseille Provence Airport
36842,NCE,Nice-Côte d'Azur Airport
36843,XOG,Orange-Caritat (BA 115) Air Base
36844,PGF,Perpignan-Rivesaltes (Llabanère) Airport
36845,CTT,Le Castellet Airport
36846,BAE,Barcelonnette - Saint-Pons Airport
36848,MPL,Montpellier-Méditerranée Airport
36849,BZR,Béziers-Vias Airport
36850,AVN,Avignon-Caumont Airport
36855,GAT,Gap - Tallard Airfield
36856,MEN,Mende-Brenoux Airfield
36857,SCP,Mont-Dauphin - St-Crépin Airfield
36878,BVA,Paris Beauvais Tillé Airport
36881,EVX,Évreux-Fauville (BA 105) Air Base
36884,LEH,Le Havre Octeville Airport
36887,XCR,Châlons-Vatry Airport
36891,LSO,Les Sables-d'Olonne Talmont Airport
36892,URO,Rouen Airport
36896,TUF,Tours-Val-de-Loire Airport
36897,CET,Cholet Le Pontreau Airport
36898,LVA,Laval-Entrammes Airport
36902,ORE,Orléans – Saint-Denis-de-l'Hôtel Airport
36904,LBG,Paris-Le Bourget Airport
36905,CSF,Creil Air Base
36909,CDG,Charles de Gaulle International Airport
36911,JDP,Paris Issy-les-Moulineaux Heliport
36915,TNF,Toussus-le-Noble Airport
36916,ORY,Paris-Orly Airport
36920,POX,Aérodrome de Pontoise - Cormeilles en Vexin
36922,VIY,Villacoublay-Vélizy (BA 107) Air Base
36933,NVS,Nevers-Fourchambault Airport
36936,XME,Maubeuge-Élesmes Airport
36943,LIL,Lille-Lesquin Airport
36946,HZB,Merville-Calonne Airport
36948,XCZ,Charleville-Mézières Ardennes-Etienne Riché Airport
36954,BES,Brest Bretagne Airport
36955,CER,Cherbourg-Maupertus Airport
36956,DNR,Dinard-Pleurtuit-Saint-Malo Airport
36957,LBY,La Baule-Escoublac Airport
36958,GFR,Granville Airport
36959,DOL,Deauville-Saint-Gatien Airport
36960,LRT,Lorient South Brittany (Bretagne Sud) Airport
36961,EDM,La Roche-sur-Yon Airport
36962,LDV,Landivisiau Air Base
36963,CFR,Caen-Carpiquet Airport
36965,LME,Le Mans-Arnage Airport
36966,RNS,Rennes-Saint-Jacques Airport
36967,LAI,Lannion-Côte de Granit Airport
36969,UIP,Quimper-Cornouaille Airport
36970,NTE,Nantes Atlantique Airport
36971,SBK,Saint-Brieuc-Armor Airport
36972,MXN,Morlaix-Ploujean Airport
36973,VNE,Vannes-Meucon Airport
36975,SNR,Saint-Nazaire-Montoir Airport
36977,BSL,EuroAirport Basel-Mulhouse-Freiburg Airport
36979,DIJ,Dijon-Bourgogne Airport
36981,MZM,Metz-Frescaty (BA 128) Air Base
36982,EPL,Épinal-Mirecourt Airport
36987,BVE,Brive-Souillac
36989,ENC,Nancy-Essey Airport
36992,BOR,Aéroparc de Belfort-Fontaine
36993,RHE,Reims-Champagne (BA 112) Air Base
36995,SXB,Strasbourg Airport
37001,VTL,Champ de Courses Airfield
37003,TLN,Toulon-Hyères Airport
37010,FNI,Nîmes-Arles-Camargue Airport
37011,LTT,La Môle Airport
37012,MQC,Miquelon Airport
37013,FSP,St Pierre Airport
37038,PYR,Andravida Air Base
37039,AGQ,Agrinion Air Base
37040,AXD,Alexandroupoli Democritus Airport
37042,HEW,Athen Helenikon Airport
37043,ATH,Eleftherios Venizelos International Airport
37045,VOL,Nea Anchialos National Airport
37046,LGE,Mulan Airport
37049,JKH,Chios Island National Airport
37050,PKH,Porto Cheli Airport
37051,JIK,Ikaria Airport
37052,IOA,Ioannina Airport
37053,HER,Heraklion International Nikos Kazantzakis Airport
37054,KSO,Kastoria National Airport
37055,KIT,Kithira Airport
37056,EFL,Kefallinia Airport
37057,KZS,Kastelorizo Airport
37058,KLX,Kalamata Airport
37061,KGS,Kos Airport
37062,AOK,Karpathos Airport
37063,CFU,Ioannis Kapodistrias International Airport
37064,KSJ,Kasos Airport
37065,KVA,Kavala Alexander the Great International Airport
37066,JKL,Kalymnos Airport
37067,KZI,Filippos Airport
37068,LRS,Leros Airport
37069,LXS,Limnos Airport
37070,LRA,Larisa Air Base
37072,LGM,Laiagam Airport
37074,JMK,Mikonos Airport
37075,MLO,Milos Airport
37077,MJT,Mytilene International Airport
37078,LGN,Linga Linga Airport
37079,JNX,Naxos Apollon Airport
37080,LGP,Bicol International Airport
37081,PAS,Paros National Airport
37082,JTY,Astypalaia Airport
37083,PVK,Aktion National Airport
37085,RHO,Diagoras Airport
37087,GPA,Patras Araxos Agamemnon Airport
37088,CHQ,Chania International Airport
37090,JSI,Skiathos Island National Airport
37091,SMI,Samos Airport
37092,JSY,Syros Airport
37093,SPJ,Sparti Airport
37094,JTR,Santorini Airport
37095,JSH,Sitia Airport
37097,SKU,Skiros Airport
37101,SKG,Thessaloniki Macedonia International Airport
37104,ZTH,"Zakynthos International Airport ""Dionysios Solomos"""
37113,BUD,Budapest Liszt Ferenc International Airport
37116,DEB,Debrecen International Airport
37143,MCQ,Miskolc Airport
37149,LHP,Lehu Airport
37151,PEV,Pécs-Pogány Airport
37153,LHS,Lake Havasu City International Airport
37158,SOB,Hévíz–Balaton Airport
37164,TZR,Taszár Air Base
37177,QAQ,L'Aquila–Preturo Airport
37183,CRV,Crotone Airport
37184,BRI,Bari Karol Wojtyła Airport
37185,FOG,"Foggia ""Gino Lisa"" Airport"
37186,TAR,"Taranto-Grottaglie ""Marcello Arlotta"" Airport"
37189,LCC,Lecce Galatina Air Base
37190,PSR,Abruzzo Airport
37191,BDS,Brindisi Airport
37194,SUF,Lamezia Terme Airport
37195,CIY,Comiso Airport
37196,CTA,Catania-Fontanarossa Airport
37197,LMP,Lampedusa Airport
37198,PNL,Pantelleria Airport
37199,PMO,Falcone–Borsellino Airport
37202,REG,Reggio Calabria Airport
37203,TPS,Vincenzo Florio Airport Trapani-Birgi
37204,NSY,Sigonella Navy Air Base
37206,BLX,Belluno Airport
37212,CDF,Cortina Airport
37217,RAN,Ravenna Airport
37223,AHO,Alghero-Fertilia Airport
37224,DCI,Decimomannu Air Base
37225,CAG,Cagliari Elmas Airport
37226,OLB,Olbia Costa Smeralda Airport
37227,FNU,Oristano-Fenosu Airport
37228,TTB,Tortolì Airport
37247,MXP,Malpensa International Airport
37248,BGY,Milan Bergamo Airport
37249,TRN,Turin Airport
37250,ALL,Villanova D'Albenga International Airport
37252,GOA,Genoa Cristoforo Colombo Airport
37253,LIN,Milano Linate Airport
37255,PMF,Parma Airport
37258,AOT,Aosta Airport
37259,CUF,Cuneo International Airport
37262,AVB,Aviano Air Base
37263,BZO,Bolzano Airport
37265,UDN,Udine-Campoformido Air Base
37266,BLQ,Bologna Guglielmo Marconi Airport
37269,TSF,Treviso-Sant'Angelo Airport
37271,FRL,Forlì Airport
37275,VBS,Brescia Airport
37276,TRS,Trieste–Friuli Venezia Giulia Airport
37277,RMI,Federico Fellini International Airport
37279,VIC,Vicenza Airport
37280,QPA,Padova Airport
37282,VRN,Verona Villafranca Airport
37283,AOI,Marche Airport
37284,VCE,Venice Marco Polo Airport
37287,LCV,Lucca-Tassignano Airport
37288,QRT,Rieti Airport
37289,SAY,Siena-Ampugnano Airport
37290,QLP,Sarzana-Luni Air Base
37291,CIA,Ciampino–G. B. Pastine International Airport
37295,FCO,Leonardo da Vinci–Fiumicino Airport
37298,QSR,Salerno Costa d'Amalfi Airport
37299,EBA,Marina Di Campo Airport
37300,QLT,Latina Air Base
37302,NAP,Naples International Airport
37303,PSA,Pisa International Airport
37304,FLR,Peretola Airport
37305,GRS,Grosseto Air Base
37308,PEG,Perugia San Francesco d'Assisi – Umbria International Airport
37317,LJU,Ljubljana Jože Pučnik Airport
37318,MBX,Maribor Airport
37323,POW,Portorož Airport
37338,LKC,Lekana Airport
37357,GTW,Holešov Airport
37373,UHE,Kunovice Airport
37374,KLV,Karlovy Vary International Airport
37384,MKA,Mariánské Lázně Airport
37385,OSR,Ostrava Leos Janáček Airport
37389,OLO,Olomouc Airport
37393,PED,Pardubice Airport
37400,PRV,Přerov Air Base
37401,PRG,Václav Havel Airport Prague
37419,BRQ,Brno-Tuřany Airport
37428,VOD,Vodochody Airport
37432,ZBE,Zabreh Ostrava Airport
37508,TLV,Ben Gurion International Airport
37511,BEV,Beersheba (Teyman) Airport
37513,ETM,Ramon Airport
37515,ETH,Eilat Airport
37516,EIY,Ein Yahav Airfield
37518,LLH,Reginaldo Hammer Airport
37519,HFA,Haifa International Airport
37525,RPN,Ben Ya'akov Airport
37527,KSW,Kiryat Shmona Airport
37528,LLL,Lissadell Airport
37531,MTZ,Bar Yehuda Airfield
37532,VTM,Nevatim Air Base
37533,VDA,Ovda Airport
37537,MIP,Ramon Air Base
37538,SDV,Sde Dov Airport
37542,YOT,Yotvata Airfield
37543,LMC,La Macarena Airport
37544,GZM,Xewkija Heliport
37545,MLA,Malta International Airport
37546,LMZ,Palma Airport
37547,LNC,Lengbati Airport
37548,LNF,Munbil Airport
37549,LNM,Langimar Airport
37550,MCM,Monaco Heliport
37551,LNQ,Loani Airport
37583,LOF,Loen Airport
37606,HOH,Hohenems-Dornbirn Airfield
37669,LOM,Francisco Primo de Verdad y Ramos Airport
37672,LOR,Lowe AHP (Fort Rucker) Heliport
37677,GRZ,Graz Airport
37678,INN,Innsbruck Airport
37679,KLU,Klagenfurt Airport
37680,LNZ,Linz-Hörsching Airport / Vogler Air Base
37681,SZG,Salzburg Airport
37682,VIE,Vienna International Airport
37693,AVR,Alverca Air Base
37695,SMA,Santa Maria Airport
37696,BGC,Bragança Airport
37698,BYJ,Beja Airport / Airbase
37699,BGZ,Braga Municipal Aerodrome
37703,CHV,Aerodromo de Chaves
37707,CVU,Corvo Airport
37708,CAT,Cascais Airport
37713,FLW,Flores Airport
37714,FAO,Faro Airport
37716,GRW,Graciosa Airport
37719,HOR,Horta Airport
37724,TER,Lajes Airport
37726,FNC,Madeira Airport
37734,QLR,Monte Real Air Base
37743,PDL,João Paulo II Airport
37744,PIX,Pico Airport
37746,PRM,Portimão Airport
37747,OPO,Francisco de Sá Carneiro Airport
37748,PXO,Porto Santo Airport
37749,LIS,Humberto Delgado Airport (Lisbon Portela Airport)
37752,SIE,Sines Airport
37753,SJZ,São Jorge Airport
37763,VRL,Vila Real Airport
37764,VSE,Aerodromo Goncalves Lobato (Viseu Airport)
37767,BNX,Banja Luka International Airport
37772,OMO,Mostar International Airport
37774,SJJ,Sarajevo International Airport
37775,TZL,Tuzla International Airport
37783,ARW,Arad International Airport
37784,BCM,Bacău Airport
37786,BAY,Maramureș International Airport
37788,BBU,Băneasa International Airport
37790,CND,Mihail Kogălniceanu International Airport
37791,CLJ,Cluj-Napoca International Airport
37792,CSB,Caransebeş Airport
37794,CRA,Craiova Airport
37796,IAS,Iaşi Airport
37797,LRO,Sharpe AAF
37798,OMR,Oradea International Airport
37799,OTP,Henri Coandă International Airport
37804,SBZ,Sibiu International Airport
37805,SUJ,Satu Mare Airport
37806,SCV,Suceava Stefan cel Mare Airport
37807,TCE,Tulcea Danube Delta Airport
37808,TGM,Transilvania Târgu Mureş International Airport
37809,TSR,Timişoara Traian Vuia Airport
37916,GVA,Geneva Cointrin International Airport
37919,QNC,Neuchatel Airport
37922,SIR,Sion Airport
37930,EML,Emmen Air Base
37932,ZIN,Interlaken Air Base
37969,LUG,Lugano Airport
37970,BRN,Bern Belp Airport
37971,BXO,Buochs Airport
37972,ACO,Ascona Airport
37975,ZHI,Grenchen Airport
37976,ZRH,Zürich Airport
37980,ZJI,Locarno Airport
37985,ACH,St Gallen Altenrhein Airport
37986,SMV,Samedan Airport
38019,GKD,Gökçeada Airport
38021,ESB,Esenboğa International Airport
38022,ANK,Etimesgut Air Base
38024,ADA,Adana Şakirpaşa Airport
38025,UAB,İncirlik Air Base
38026,AFY,Afyon Air Base
38027,AYT,Antalya International Airport
38028,GZT,Gaziantep International Airport
38030,KFS,Kastamonu Airport
38032,KYA,Konya Airport
38034,MZH,Amasya Merzifon Airport
38036,VAS,Sivas Nuri Demirağ Airport
38037,ONQ,Zonguldak Çaycuma Airport
38038,MLX,Malatya Erhaç Airport
38039,ASR,Kayseri Erkilet Airport
38041,TJK,Tokat Airport
38043,DNZ,Çardak Airport
38044,NAV,Nevşehir Kapadokya Airport
38045,LTB,Latrobe Airport
38046,ISL,İstanbul Atatürk Airport
38048,CII,Çıldır Airport
38049,BTZ,Bursa Airport
38050,BZI,Balıkesir Merkez Airport
38051,BDM,Bandırma Airport
38052,CKZ,Çanakkale Airport
38053,ESK,Eskişehir Air Base
38054,ADB,Adnan Menderes International Airport
38056,IGL,Çiğli Airport
38059,USQ,Uşak Airport
38061,KCO,Cengiz Topel Airport
38062,YEI,Bursa Yenişehir Airport
38063,DLM,Dalaman International Airport
38065,TEQ,Tekirdağ Çorlu Airport
38066,BXN,Bodrum-Imsık Airport
38069,AOE,Anadolu Airport
38070,KZR,Zafer Airport
38071,EZS,Elazığ Airport
38072,DIY,Diyarbakir Airport
38073,ERC,Erzincan Airport
38074,ERZ,Erzurum International Airport
38075,KSY,Kars Airport
38076,TZX,Trabzon International Airport
38077,SFQ,Şanlıurfa Airport
38078,VAN,Van Ferit Melen Airport
38079,BAL,Batman Airport
38080,MSR,Muş Airport
38081,SXZ,Siirt Airport
38082,NOP,Sinop Airport
38083,KCM,Kahramanmaraş Airport
38084,AJI,Ağrı Airport
38085,ADF,Adıyaman Airport
38086,MQM,Mardin Airport
38087,GNY,Şanlıurfa GAP Airport
38088,NKT,Şırnak Şerafettin Elçi Airport
38089,YKO,Hakkari Yüksekova Airport
38090,HTY,Hatay Airport
38091,LTF,Leitre Airport
38094,ISE,Süleyman Demirel International Airport
38095,EDO,Balıkesir Körfez Airport
38096,BJV,Milas Bodrum International Airport
38097,SZF,Samsun Çarşamba Airport
38098,SAW,Istanbul Sabiha Gökçen International Airport
38099,IST,İstanbul Airport
38100,GZP,Gazipaşa-Alanya Airport
38101,LTH,Lathrop Wells Airport / Jackass Aeropark
38109,BZY,Bălți International Airport
38113,KIV,Chişinău International Airport
38115,LUZ,Lublin Airport
38169,LVB,Santana do Livramento Airport
38170,GZA,Yasser Arafat International Airport
38182,LWA,Lebak Rural Airport
38184,OHD,Ohrid St. Paul the Apostle Airport
38185,SKP,Skopje International Airport
38186,GIB,Gibraltar Airport
38198,BCQ,Brak Airport
38199,DNF,Martubah Airport
38200,MRA,Misratah Airport
38201,QUB,Ubari Airport
38203,UZC,Ponikve Airport
38205,BEG,Belgrade Nikola Tesla Airport
38207,IVG,Berane Airport
38209,BJY,Batajnica Air Base
38216,KVO,Morava Airport
38218,INI,Nis Airport
38220,QND,Novi Sad / Cenej Airport
38222,TGD,Podgorica Airport / Podgorica Golubovci Airbase
38231,TIV,Tivat Airport
38239,BTS,M. R. Štefánik Airport
38243,KSC,Košice Airport
38244,LUE,Lučenec Airport
38249,LZO,Luzhou Yunlong Airport
38252,PZY,Piešťany Airport
38254,POV,Prešov Air Base
38259,SLD,Sliač Airport
38264,TAT,Poprad-Tatry Airport
38266,ILZ,Žilina Airport
38271,DRU,Drummond Airport
38285,GLN,Guelmim Airport
38334,UWA,Ware Airport
38381,MAP,Mamai Airport
38383,GDT,JAGS McCartney International Airport
38384,MDS,Middle Caicos Airport
38385,NCA,North Caicos Airport
38386,PIC,Pine Cay Airport
38387,PLS,Providenciales Airport
38388,XSC,South Caicos Airport
38389,SLX,Salt Cay Airport
38498,BRX,Maria Montez International Airport
38501,CBJ,Cabo Rojo Airport
38502,AZS,Samaná El Catey International Airport
38503,COZ,Constanza - Expedición 14 de Junio National Airport
38507,HEX,Herrera Airport
38509,JBQ,La Isabela International Airport
38513,LRM,Casa De Campo International Airport
38516,PUJ,Punta Cana International Airport
38518,EPS,Samana El Portillo Airport
38519,POP,Gregorio Luperon International Airport
38523,SDQ,Las Américas International Airport
38525,SJM,San Juan Airport
38526,STI,Cibao International Airport
38527,MDV,Médouneu Airport
38543,LIZ,Loring International Airport
38619,MEF,Melfi Airport
38621,OHB,Ambohibary Airport
38633,DOA,Doany Airport
38636,CBV,Coban Airport
38637,CMM,Carmelita Airport
38638,CTF,Coatepeque Airport
38640,MGG,Margarima Airport
38641,GUA,La Aurora Airport
38642,HUG,Huehuetenango Airport
38643,MGI,Matagorda Island Air Force Base
38646,MCR,Melchor de Mencos Airport
38647,MGO,Manega Airport
38648,MGP,Manga Airport
38649,PBR,Puerto Barrios Airport
38650,PON,Poptún Airport
38651,AQB,Quiché Airport
38652,AAZ,Quezaltenango Airport
38654,RUV,Rubelsanto Airport
38655,LCF,Las Vegas Airport
38657,RER,Retalhuleu Airport
38658,GSJ,San José Airport
38660,FRS,Mundo Maya International Airport
38663,AIM,Ailuk Airport
38664,AUL,Aur Island Airport
38665,BII,Enyu Airfield
38666,EBN,Ebadon Airport
38667,JAT,Jabot Airport
38668,JEJ,Jeh Airport
38669,KBT,Kaben Airport
38670,LIK,Likiep Airport
38671,LML,Lae Island Airport
38672,MAV,Maloelap Island Airport
38673,MJB,Mejit Atoll Airport
38674,MJE,Majkin Airport
38675,NDK,Namorik Atoll Airport
38676,RNP,Rongelap Island Airport
38677,TIC,Tinak Airport
38678,UIT,Jaluit Airport
38679,WJA,Woja Airport
38680,WTE,Wotje Atoll Airport
38681,WTO,Wotho Island Airport
38684,AHS,Ahuas Airport
38696,BHG,Brus Laguna Airport
38697,CAA,Catacamas Airport
38702,MRJ,Colon Airport
38706,LUI,Carta Airport
38707,CYL,Coyoles Airport
38709,CDD,Cauquira Airport
38711,OAN,El Arrayán Airport
38727,GAC,Celaque Airport
38735,IRN,Iriona Airport
38739,GUO,Jicalapa Airport
38742,JUT,Jutigalpa airport
38744,LCE,Goloson International Airport
38745,LEZ,La Esperanza Airport
38751,SAP,Ramón Villeda Morales International Airport
38768,MHN,Hooker County Airport
38772,GJA,La Laguna Airport
38778,PCH,Palacios Airport
38780,PEU,Puerto Lempira Airport
38788,RTB,Juan Manuel Galvez International Airport
38790,SDH,Santa Rosa de Copán Airport
38791,RUY,Copán Ruinas Airport
38793,XPL,Coronel Enrique Soto Cano Air Base
38802,TEA,Tela Airport
38803,TGU,Toncontín International Airport
38805,TJI,Trujillo Airport
38811,SCD,Sulaco Airport
38813,UII,Utila Airport
38823,MHY,Morehead Airport
38824,ORO,Yoro Airport
38925,MIZ,Mainoru Airstrip
38927,MJJ,Moki Airport
38928,MJS,Maganja da Costa Airport
38931,OCJ,Ian Fleming International Airport
38932,KIN,Norman Manley International Airport
38933,MBJ,Sangster International Airport
38934,POT,Ken Jones Airport
38935,MKN,Malekolon Airport
38936,NEG,Negril Airport
38938,KTP,Tinson Pen Airport
38941,MIJ,Mili Island Airport
38943,MLQ,Malalaua Airport
38945,HEB,Hinthada Airport
38992,TZM,Cupul Airport
39002,ACA,General Juan N Alvarez International Airport
39004,NTR,Del Norte International Airport
39005,AGU,Jesús Terán Paredo International Airport
39006,HUX,Bahías de Huatulco International Airport
39007,CNA,Cananea National Airport
39008,CVJ,General Mariano Matamoros (Cuernavaca) Airport
39009,ACN,Ciudad Acuña New International Airport
39010,CME,Ciudad del Carmen International Airport
39011,NCG,Nuevo Casas Grandes Airport
39013,CUL,Bachigualato Federal International Airport
39014,CTM,Chetumal International Airport
39015,CEN,Ciudad Obregón International Airport
39016,CJT,San Antonio Copalar Airport
39017,CPE,Ingeniero Alberto Acuña Ongay International Airport
39018,CJS,Abraham González International Airport
39019,CZA,Chichen Itza International Airport
39020,CUU,General Roberto Fierro Villalobos International Airport
39021,CVM,General Pedro Jose Mendez International Airport
39022,CYW,Captain Rogelio Castillo National Airport
39023,CZM,Cozumel International Airport
39024,CUA,Ciudad Constitución National Airport
39025,MMC,Ciudad Mante National Airport
39026,DGO,General Guadalupe Victoria International Airport
39027,TPQ,Amado Nervo National Airport
39028,ESE,Ensenada International Airport / El Cipres Air Base
39030,GDL,Don Miguel Hidalgo Y Costilla International Airport
39031,GYM,General José María Yáñez International Airport
39032,GUB,Guerrero Negro Airport
39034,TCN,Tehuacan Airport
39035,HMO,General Ignacio P. Garcia International Airport
39036,CLQ,Licenciado Miguel de la Madrid Airport
39037,ISJ,Isla Mujeres Airport
39038,SLW,Plan De Guadalupe International Airport
39039,IZT,Ixtepec Airport
39040,JAL,El Lencero Airport
39041,AZP,Atizapan de Zaragoza Airport
39042,LZC,Lázaro Cárdenas Airport
39043,LMM,Valle del Fuerte International Airport
39044,BJX,Del Bajío International Airport
39045,LAP,Manuel Márquez de León International Airport
39046,LTO,Loreto International Airport
39047,MAM,General Servando Canales International Airport
39048,MID,Licenciado Manuel Crescencio Rejon Int Airport
39049,MUG,Mulege Airport
39050,MXL,General Rodolfo Sánchez Taboada International Airport
39051,MLM,General Francisco J. Mujica International Airport
39052,MTT,Minatitlán/Coatzacoalcos National Airport
39053,LOV,Monclova International Airport
39054,MEX,Licenciado Benito Juarez International Airport
39055,MTY,General Mariano Escobedo International Airport
