,iata_code,name
62010,KLD,Migalovo Air Base
62014,OSF,Ostafyevo International Airport
62017,CKL,Chkalovskiy Air Base
62018,EGO,Belgorod International Airport
62020,URS,Kursk East Airport
62021,LPK,Lipetsk Airport
62022,VOZ,Voronezh International Airport
62024,OEL,Oryol Yuzhny Airport
62026,TBW,Donskoye Airport
62029,UUU,Manumu Airport
62032,RZN,Turlatovo Airport
62033,TYA,Klokovo Airfield
62034,VKO,Vnukovo International Airport
62035,UCT,Ukhta Airport
62036,INA,Inta Airport
62039,PEX,Pechora Airport
62040,USK,Usinsk Airport
62043,VKT,Vorkuta Airport
62044,UTS,Ust-Tsylma Airport
62045,SCW,Syktyvkar Airport
62047,GOJ,Nizhny Novgorod Strigino International Airport
62048,UUA,Bugulma Airport
62049,KZN,Kazan International Airport
62050,NBC,Begishevo Airport
62053,JOK,Yoshkar-Ola Airport
62054,CSY,Cheboksary Airport
62055,ZIX,Zhigansk Airport
62057,ULV,Ulyanovsk Baratayevka Airport
62059,ULY,Ulyanovsk East Airport
62062,REN,Orenburg Central Airport
62063,OSW,Orsk Airport
62065,PEZ,Penza Airport
62066,SKX,Saransk Airport
62067,BWO,Balakovo Airport
62068,GSV,Gagarin International Airport
62070,RTW,Saratov Central Airport
62072,BCX,Beloretsk Airport
62073,NEF,Neftekamsk Airport
62074,OKT,Oktyabrskiy Airport
62076,UFA,Ufa International Airport
62083,KUF,Kurumoch International Airport
62249,UZM,Hope Bay Aerodrome
62250,UZR,Urzhar Airport
62277,REW,"Rewa Airport, Chorhata, REWA"
62285,DIU,Diu Airport
62365,AMD,Sardar Vallabhbhai Patel International Airport
62366,AKD,Akola Airport
62367,IXU,Aurangabad Airport
62368,BOM,Chhatrapati Shivaji International Airport
62369,PAB,Bilaspur Airport
62370,BHJ,Bhuj Airport
62371,IXG,Belagavi Airport
62372,BDQ,Vadodara Airport
62373,BHO,Raja Bhoj International Airport
62374,BHU,Bhavnagar Airport
62375,NMB,Daman Airport
62377,GUX,Guna Airport
62378,GOI,Dabolim Airport
62379,HBX,Hubli Airport
62380,IDR,Devi Ahilyabai Holkar Airport
62381,JLR,Jabalpur Airport
62383,JGA,Jamnagar Airport
62384,IXY,Kandla Airport
62385,HJR,Khajuraho Airport
62386,KLH,Kolhapur Airport
62387,IXK,Keshod Airport
62389,NDC,Nanded Airport
62390,NAG,Dr. Babasaheb Ambedkar International Airport
62392,ISK,Nashik Airport
62393,PNQ,Pune Airport / Lohagaon Air Force Station
62394,PBD,Porbandar Airport
62395,RTC,Ratnagiri Airport
62396,RAJ,Rajkot Airport
62397,RPR,Swami Vivekananda Airport
62398,SAG,Shirdi Airport
62399,SSE,Solapur Airport
62400,STV,Surat Airport
62401,UDR,Maharana Pratap Airport
62403,CMB,Bandaranaike International Colombo Airport
62404,VCC,Limbé Airport
62405,ACJ,Anuradhapura Airport
62406,BTC,Batticaloa Airport
62407,RML,Colombo Ratmalana Airport
62408,ADP,Ampara Airport
62409,HIM,Hingurakgoda Air Force Base
62410,JAF,Kankesanturai Airport
62411,KCT,Koggala Airport
62412,KTY,Katukurunda Air Force Base
62413,GIU,Sigiriya Air Force Base
62414,TRR,China Bay Airport
62416,WRZ,Weerawila Airport
62417,HRI,Mattala Rajapaksa International Airport
62418,BBM,Battambang Airport
62420,KZC,Kampong Chhnang Airport
62421,KKZ,Koh Kong Airport
62423,MWV,Mondulkiri Airport
62424,PNH,Phnom Penh International Airport
62425,RBE,Ratanakiri Airport
62426,REP,Siem Reap International Airport
62427,TNX,Stung Treng Airport
62428,KOS,Sihanoukville International Airport
62429,KZD,Krakor Airport
62524,ELX,Isla de Tigre  Heliport
62543,LGY,Lagunillas Airport
62634,KTV,Kamarata Airport
62635,LAG,La Guaira Airport
62636,SFX,Macagua Airport
62637,SVV,San Salvador de Paul Airport
62638,WOK,Wonken Airport
62655,DBR,Darbhanga Airport
62658,IXV,Along Airport
62659,IXA,Agartala Airport
62662,IXB,Bagdogra Airport
62663,RGH,Balurghat Airport
62664,SHL,Shillong Airport
62667,BBI,Biju Patnaik Airport
62669,CCU,Netaji Subhash Chandra Bose International Airport
62671,COH,Cooch Behar Airport
62672,DBD,Dhanbad Airport
62673,RDP,Kazi Nazrul Islam Airport
62675,DEP,Daporijo Airport
62676,GOP,Gorakhpur Airport
62677,GAU,Lokpriya Gopinath Bordoloi International Airport
62678,GAY,Gaya Airport
62680,IMF,Imphal Airport
62681,JRG,Jharsuguda Airport
62682,PYB,Jeypore Airport
62683,IXW,Sonari Airport
62684,JRH,Jorhat Airport
62686,IXQ,Kamalpur Airport
62687,IXH,Kailashahar Airport
62688,IXS,Silchar Airport
62689,IXN,Khowai Airport
62690,AJL,Lengpui Airport
62691,IXI,North Lakhimpur Airport
62692,LDA,Malda Airport
62693,DIB,Dibrugarh Airport
62694,DMU,Dimapur Airport
62695,MZU,Muzaffarpur Airport
62697,IXT,Pasighat Airport
62700,PAT,Lok Nayak Jayaprakash Airport
62702,IXR,Birsa Munda Airport
62703,RRK,Rourkela Airport
62705,RUP,Rupsi India Airport
62706,TEZ,Tezpur Airport
62708,VTZ,Visakhapatnam Airport
62709,ZER,Ziro Airport
62774,BZL,Barisal Airport
62775,CXB,Cox's Bazar Airport
62776,CLA,Comilla Airport
62777,CGP,Shah Amanat International Airport
62778,IRD,Ishurdi Airport
62779,JSR,Jessore Airport
62781,RJH,Shah Mokhdum Airport
62782,SPD,Saidpur Airport
62783,TKR,Thakurgaon Airport
62784,ZHM,Shamshernagar Airport
62785,ZYL,Osmany International Airport
62787,DAC,Hazrat Shahjalal International Airport
62788,HKG,Hong Kong International Airport
62789,HKG,Hong Kong International Airport Kai Tak
62791,HHP,Shun Tak Heliport
62797,SPB,Charlotte Amalie Harbor Seaplane Base
62798,SSB,Christiansted Harbor Seaplane Base
62813,AGR,Agra Airport / Agra Air Force Station
62815,IXD,Allahabad Airport
62817,ATQ,Sri Guru Ram Dass Jee International Airport
62819,AIP,Adampur Airport
62820,VIB,Villa Constitución Airport
62821,BKB,Nal Airport
62823,VNS,Lal Bahadur Shastri Airport
62824,KUU,Kullu Manali Airport
62825,BUP,Bhatinda Air Force Station
62827,BEK,Bareilly Air Force Station
62828,IXC,Chandigarh Airport
62829,KNU,Kanpur Airport
62832,DED,Dehradun Airport
62833,DEL,Indira Gandhi International Airport
62835,VIF,Vieste Heliport
62836,DHM,Kangra Airport
62837,GWL,Gwalior Airport
62838,HSS,Hissar Airport
62841,JDH,Jodhpur Airport
62842,JAI,Jaipur International Airport
62843,JSA,Jaisalmer Airport
62844,IXJ,Jammu Airport
62846,KQH,Kishangarh Airport Ajmer
62847,KTU,Kota Airport
62848,LUH,Ludhiana Airport
62849,IXL,Leh Kushok Bakula Rimpochee Airport
62850,LKO,Chaudhary Charan Singh International Airport
62852,IXP,Pathankot Airport
62854,PGH,Pantnagar Airport
62857,SLV,Shimla Airport
62859,SXR,Sheikh ul Alam Airport
62860,TNI,Satna Airport
62863,VIV,Vivigani Airfield
62864,VJQ,Gurue Airport
62866,AOU,Attopeu Airport
62867,HOE,Ban Huoeisay Airport
62868,LPQ,Luang Phabang International Airport
62869,LXG,Luang Namtha Airport
62870,ODY,Oudomsay Airport
62871,PKZ,Pakse International Airport
62873,ZBY,Sayaboury Airport
62874,ZVK,Savannakhet Airport
62875,NEU,Sam Neua Airport
62876,VNA,Saravane Airport
62877,THK,Thakhek Airport
62878,VTE,Wattay International Airport
62879,XKH,Xieng Khouang Airport
62880,XIE,Xienglom Airport
62881,VMI,Dr Juan Plate Airport
62882,MFM,Macau International Airport
62883,VDH,Dong Hoi Airport
62901,KON,Kontum Airport
62902,BJH,Bajhang Airport
62903,BHP,Bhojpur Airport
62904,BGL,Baglung Airport
62905,BHR,Bharatpur Airport
62906,BJU,Bajura Airport
62907,BIT,Baitadi Airport
62908,BWA,Gautam Buddha International Airport
62909,BDP,Bhadrapur Airport
62910,DNP,Tulsipur Airport
62911,DHI,Dhangarhi Airport
62912,DAP,Darchula Airport
62913,DOP,Dolpa Airport
62915,SIH,Silgadi Doti Airport
62916,GKH,Palungtar Airport
62917,JIR,Jiri Airport
62918,JUM,Jumla Airport
62919,JKR,Janakpur Airport
62920,JMO,Jomsom Airport
62922,KTM,Tribhuvan International Airport
62923,LDN,Lamidanda Airport
62924,LUA,Lukla Airport
62925,LTG,Langtang Airport
62926,NGX,Manang Airport
62927,MEY,Meghauli Airport
62928,XMG,Mahendranagar Airport
62929,KEP,Nepalgunj Airport
62930,PKR,Pokhara Airport
62931,PPL,Phaplu Airport
62932,RJB,Rajbiraj Airport
62933,RHP,Ramechhap Airport
62934,RUK,Rukum Chaurjahari Airport
62935,RPA,Rolpa Airport
62936,RUM,Rumjatar Airport
62937,SYH,Syangboche Airport
62938,SIF,Simara Airport
62939,SKH,Surkhet Airport
62941,FEB,Sanfebagar Airport
62942,IMK,Simikot Airport
62944,TPJ,Taplejung Airport
62945,TPU,Tikapur Airport
62946,TMI,Tumling Tar Airport
62947,BIR,Biratnagar Airport
62950,LTU,Murod Kond Airport
62951,TCR,Tuticorin Airport
62955,AGX,Agatti Airport
62957,BEP,Bellary Airport
62958,BLR,Kempegowda International Airport
62959,IXX,Bidar Airport / Bidar Air Force Station
62960,VGA,Vijayawada Airport
62961,CJB,Coimbatore International Airport
62963,COK,Cochin International Airport
62964,CCJ,Calicut International Airport
62965,CDP,Kadapa Airport
62966,CBD,Car Nicobar Air Force Station
62970,HYD,Rajiv Gandhi International Airport
62971,BPM,Begumpet Airport
62972,CNN,Kannur International Airport
62974,KJB,Kurnool Airport
62975,IXM,Madurai Airport
62976,IXE,Mangalore International Airport
62977,MAA,Chennai International Airport
62978,MYQ,Mysore Airport
62980,IXZ,Vir Savarkar International Airport
62981,PNY,Pondicherry Airport
62982,PUT,Sri Sathya Sai Airport
62983,RMD,Basanth Nagar Airport
62985,RJA,Rajahmundry Airport
62986,SXV,Salem Airport
62988,TJV,Thanjavur Air Force Station
62989,TIR,Tirupati Airport
62990,TRZ,Tiruchirappalli International Airport
62991,TRV,Trivandrum International Airport
62994,WGC,Warangal Airport
62996,YON,Yongphulla Airport
62997,BUT,Bathpalathang Airport
62998,GLU,Gelephu Airport
62999,PBH,Paro Airport
63001,HDK,Kulhudhuffushi Airport
63002,NMF,Maafaru International Airport
63003,IFU,Ifuru Airport
63004,DRV,Dharavandhoo Airport
63005,FVM,Fuvahmulah Airport
63006,GAN,Gan International Airport
63007,HAQ,Hanimaadhoo Airport
63008,KDO,Kadhdhoo Airport
63009,MLE,Malé International Airport
63010,GKK,Kooddoo Airport
63011,KDM,Kaadedhdhoo Airport
63012,DDD,Dhaalu Atoll Airport
63013,VAM,Villa Airport
63014,TMF,Thimarafushi Airport
63015,RUL,Maavaarulaa Airport
63086,DMK,Don Mueang International Airport
63087,KKM,Sa Pran Nak Airport
63089,KDT,Kamphaeng Saen Airport
63092,TDX,Trat Airport
63094,BKK,Suvarnabhumi Airport
63096,UTP,U-Tapao International Airport
63099,CNX,Chiang Mai International Airport
63100,HGN,Mae Hong Son Airport
63101,PYY,Mae Hong Son Airport
63102,LPT,Lampang Airport
63103,NNT,Nan Airport
63105,PRH,Phrae Airport
63108,CEI,Mae Fah Luang - Chiang Rai International Airport
63109,BAO,Udorn Air Base
63110,PHY,Phetchabun Airport
63111,HHQ,Hua Hin Airport
63112,TKH,Takhli Airport
63114,MAQ,Mae Sot Airport
63116,THS,Sukhothai Airport
63117,PHS,Phitsanulok Airport
63119,TKT,Tak Airport
63120,UTR,Uttaradit Airport
63123,URT,Surat Thani Airport
63124,NAW,Narathiwat Airport
63125,CJM,Chumphon Airport
63126,NST,Nakhon Si Thammarat Airport
63127,KBV,Krabi Airport
63128,SGZ,Songkhla Airport
63129,PAN,Pattani Airport
63130,USM,Samui Airport
63132,HKT,Phuket International Airport
63133,UNN,Ranong Airport
63134,HDY,Hat Yai International Airport
63135,TST,Trang Airport
63136,UTH,Udon Thani Airport
63137,SNO,Sakon Nakhon Airport
63138,PXR,Surin Airport
63139,KKC,Khon Kaen Airport
63140,LOE,Loei Airport
63142,BFV,Buri Ram Airport
63143,NAK,Nakhon Ratchasima Airport
63145,UBP,Ubon Ratchathani Airport
63146,ROI,Roi Et Airport
63147,KOP,Nakhon Phanom Airport
63153,VUU,Mvuu Camp Airport
63156,BMV,Buon Ma Thuot Airport
63157,VCL,Chu Lai Airport
63158,HPH,Cat Bi International Airport
63160,CAH,Cà Mau Airport
63161,CXR,Cam Ranh International Airport / Cam Ranh Air Base
63162,VCS,Con Dao Airport
63163,VCA,Can Tho International Airport
63164,DIN,Dien Bien Phu Airport
63165,DLI,Lien Khuong Airport
63166,DAD,Da Nang International Airport
63169,VVN,Las Malvinas/Echarate Airport
63170,HAN,Noi Bai International Airport
63171,SQH,Na-San Airport
63172,NHA,Nha Trang Air Base
63173,HUI,Phu Bai International Airport
63174,UIH,Phu Cat Airport
63175,PXU,Pleiku Airport
63176,PQC,Phu Quoc International Airport
63177,PHA,Phan Rang Airport
63178,PHH,Phan Thiet Airport
63179,VKG,Rach Gia Airport
63180,TBB,Dong Tac Airport
63181,SGN,Tan Son Nhat International Airport
63182,THD,Tho Xuan Airport
63183,VDO,Van Don International Airport
63184,VII,Vinh Airport
63185,VTG,Vung Tau Airport
63187,VBA,Ann Airport
63189,NYU,Bagan Airport
63190,BMO,Banmaw Airport
63191,VBP,Bokpyinn Airport
63194,TVY,Dawei Airport
63195,NYT,Nay Pyi Taw International Airport
63196,GAW,Gangaw Airport
63197,GWA,Gwa Airport
63199,HEH,Heho Airport
63200,HOX,Hommalinn Airport
63201,TIO,Tilin Airport
63202,KET,Kengtung Airport
63203,KHM,Kanti Airport
63204,KMV,Kalay Airport
63205,KYP,Kyaukpyu Airport
63206,KAW,Kawthoung Airport
63207,KYT,Kyauktu Airport
63208,LIW,Loikaw Airport
63210,LSH,Lashio Airport
63212,MDL,Mandalay International Airport
63213,MGZ,Myeik Airport
63216,MYT,Myitkyina Airport
63218,MNU,Mawlamyine Airport
63219,MGU,Manaung Airport
63220,MOE,Momeik Airport
63222,MOG,Mong Hsat Airport
63223,MGK,Mong Tong Airport
63225,MWQ,Magway Airport
63226,NYW,Monywar Airport
63229,NMS,Namsang Airport
63230,NMT,Namtu Airport
63231,PAA,Hpa-N Airport
63235,PAU,Pauk Airport
63237,BSX,Pathein Airport
63238,PPU,Hpapun Airport
63239,PBU,Putao Airport
63240,PKK,Pakhokku Airport
63242,PRU,Pyay Airport
63247,AKY,Sittwe Airport
63248,SNW,Thandwe Airport
63249,THL,Tachileik Airport
63254,XYE,Ye Airport
63255,RGN,Yangon International Airport
63272,FBS,Friday Harbor Seaplane Base
63279,RSJ,Rosario Seaplane Base
63282,LKE,Kenmore Air Harbor Seaplane Base
63300,RCE,Roche Harbor Airport
63335,TQQ,Maranggo Airport
63372,WSX,Westsound/Wsx Seaplane Base
63388,UPG,Hasanuddin International Airport
63391,MJU,Tampa Padang Airport
63394,WAB,Wabag Airport
63395,BIK,Frans Kaisiepo Airport
63397,ONI,Moanamani Airport
63398,WET,Wagethe Airport
63399,NBX,Nabire Airport
63400,ILA,Illaga Airport
63401,KOX,Kokonau Airport
63402,ZRI,Serui Airport
63403,TIM,Mozes Kilangin Airport
63404,EWI,Enarotali Airport
63408,WAD,Andriamena Airport
63409,AMI,Selaparang Airport
63410,BMU,Muhammad Salahuddin Airport
63411,DPS,Ngurah Rai (Bali) International Airport
63412,LOP,Lombok International Airport
63413,SWQ,Sumbawa Besar Airport
63414,TMC,Tambolaka Airport
63415,WGP,Umbu Mehang Kunda Airport
63416,LLO,Bua Airport
63417,HMS,Haji Muhammad Sidik Airport
63418,KLP,Kuala Pembuang Airport
63419,YIA,Yogyakarta International Airport
63420,ARJ,Arso Airport
63421,BUI,Bokondini Airport
63423,ZRM,Sarmi Airport
63424,DJJ,Sentani International Airport
63426,LHI,Lereh Airport
63427,LII,Mulia Airport
63428,OKL,Oksibil Airport
63429,WAR,Waris Airport
63430,SEH,Senggeh Airport
63431,UBR,Ubrub Airport
63432,WMX,Wamena Airport
63434,MDP,Mindiptana Airport
63435,BXD,Bade Airport
63437,MKQ,Mopah Airport
63438,OKQ,Okaba Airport
63439,KEI,Kepi Airport
63440,TMH,Tanah Merah Airport
63441,GHS,Melalan Airport
63442,TJS,Tanjung Harapan Airport
63443,DTD,Datadawai Airport
63444,BEJ,Kalimarau Airport
63445,BPN,Sultan Aji Muhamad Sulaiman Airport
63447,TRK,Juwata Airport
63449,TSX,Tanjung Santan Airport
63450,BYQ,Bunyu Airport
63452,GLX,Gamarmalamo Airport
63456,PGQ,Buli Airport
63457,GTO,Jalaluddin Airport
63458,NAH,Naha Airport
63459,TLI,Sultan Bantilan Airport
63460,GEB,Gebe Airport
63461,KAZ,Kao Airport
63462,PLW,Mutiara Airport
63463,MDC,Sam Ratulangi Airport
63464,MNA,Melangguane Airport
63465,PSJ,Kasiguncu Airport
63466,OTI,Pitu Airport
63467,TTE,Sultan Babullah Airport
63469,LUW,Syukuran Aminuddin Amir Airport
63470,UOL,Buol Airport
63471,WAN,Waverney Airport
63472,BTW,Batu Licin Airport
63474,PKN,Iskandar Airport
63475,KBU,Gusti Syamsir Alam Airport
63478,TJG,Warukin Airport
63479,BDJ,Syamsudin Noor Airport
63480,PKY,Tjilik Riwut Airport
63481,SMQ,Sampit(Hasan) Airport
63484,AHI,Amahai Airport
63486,NDA,Bandanaira Airport
63487,DOB,Rar Gwamar Airport
63488,MAL,"Mangole Airport, Falabisahaya"
63489,LUV,Karel Sadsuitubun Airport
63490,NRE,Namrole Airport
63491,LAH,Oesman Sadik Airport
63492,SXK,Saumlaki/Olilit Airport
63493,BJK,Nangasuri Airport
63495,SQN,Emalamo Sanana Airport
63497,AMQ,"Pattimura Airport, Ambon"
63499,NAM,Namlea Airport
63500,TAX,Taliabu Island Airport
63501,WBA,"Wahai,Seram Island"
63502,MLG,Abdul Rachman Saleh Airport
63503,CPF,Ngloram Airport
63505,JOG,Adisutjipto International Airport
63506,SOC,Adisumarmo International Airport
63507,SUB,Juanda International Airport
63508,SRG,Achmad Yani Airport
63509,SUP,Trunojoyo Airport
63510,KWB,Dewadaru - Kemujan Island
63511,NTI,Stenkol Airport
63512,RSK,Abresso Airport
63513,KEQ,Kebar Airport
63514,FKQ,Fakfak Airport
63515,INX,Inanwatan Airport
63516,KNG,Kaimana Airport
63517,RDE,Merdei Airport
63518,RJM,Marinda Airport
63519,BXB,Babo Airport
63520,MKW,Rendani Airport
63522,TXM,Teminabuan Airport
63523,WSR,Wasior Airport
63524,BJW,Bajawa Soa Airport
63525,MOF,Maumere(Wai Oti) Airport
63526,ENE,Ende (H Hasan Aroeboesman) Airport
63527,RTG,Frans Sales Lega Airport
63528,ARD,Mali Airport
63529,LBJ,Komodo Airport
63530,SAU,Sabu-Tardanu Airport
63531,KOE,El Tari Airport
63532,BUW,Betoambari Airport
63533,WNI,Matahora Airport
63534,KSR,Selayar/Aroepala Airport
63535,MXB,Andi Jemma Airport
63536,SQR,Soroako Airport
63537,TTR,Pongtiku Airport
63538,KDI,Wolter Monginsidi Airport
63539,SOQ,Domine Eduard Osok Airport
63541,WBB,Stebbins Airport
63542,WBC,Wapolu Airport
63544,BTU,Bintulu Airport
63545,BLG,Belaga Airport
63546,LSM,Long Semado Airport
63548,LGL,Long Lellang Airport
63549,KCH,Kuching International Airport
63550,ODN,Long Seridan Airport
63551,LMN,Limbang Airport
63552,MKM,Mukah Airport
63553,LKH,Long Akah Airport
63554,MUR,Marudi Airport
63555,BSE,Sematan Airport
63557,KPI,Kapit Airport
63558,BKM,Bakalalan Airport
63559,MYY,Miri Airport
63560,SBW,Sibu Airport
63561,TGC,Tanjung Manis Airport
63562,LSU,Long Sukang Airport
63563,LWY,Lawas Airport
63564,SGG,Simanggang Airport
63565,BBN,Bario Airport
63566,SMM,Semporna Airport
63568,LDU,Lahad Datu Airport
63569,TEL,Telupid Airport
63570,KGU,Keningau Airport
63571,SXS,Sahabat [Sahabat 16] Airport
63572,BKI,Kota Kinabalu International Airport
63573,LBU,Labuan Airport
63574,TMG,Tomanggong Airport
63575,GSA,Long Pasia Airport
63576,SPE,Sepulot Airport
63577,PAY,Pamol Airport
63578,RNU,Ranau Airport
63579,SDK,Sandakan Airport
63580,KUD,Kudat Airport
63582,TWU,Tawau Airport
63583,MZV,Mulu Airport
63584,BWN,Brunei International Airport
63585,WDA,"Al Ain Airport Ain District, Shabwah Governorate, Yemen"
63586,WEA,Parker County Airport
63587,WED,Wedau Airport
63589,WGU,Wagau Airport
63590,WGY,Wagny Airport
63591,WHL,Welshpool Airport
63611,CJN,Nusawiru Airport
63699,PKU,Sultan Syarif Kasim Ii (Simpang Tiga) Airport
63700,DUM,Pinang Kampai Airport
63701,RKO,Rokot Airport
63702,SEQ,Sungai Pakning Bengkalis Airport
63703,TJB,Sei Bati Airport
63704,KJT,Kertajati International Airport
63706,BDO,Husein Sastranegara International Airport
63707,CBN,Penggung Airport
63708,TSY,Cibeureum Airport
63709,WID,RAF Wildenrath
63710,BTH,Hang Nadim International Airport
63711,PPR,Pasir Pangaraan Airport
63712,LMU,Letung Airport
63713,TNJ,Raja Haji Fisabilillah International Airport
63714,SIQ,Dabo Airport
63715,HLP,Halim Perdanakusuma International Airport
63716,CXP,Tunggul Wulung Airport
63717,PCB,Pondok Cabe Air Base
63718,CGK,Soekarno-Hatta International Airport
63721,LLJ,Silampari Airport
63722,TKG,Radin Inten II International Airport
63723,TFY,Muhammad Taufiq Kiemas Airport
63725,GNS,Binaka Airport
63726,AEG,Aek Godang Airport
63729,MES,Soewondo Air Force Base
63731,KNO,Kualanamu International Airport
63732,DTB,Silangit Airport
63733,SIW,Sibisa Airport
63735,FLZ,Dr Ferdinand Lumban Tobing Airport
63738,TJQ,H.A.S. Hanandjoeddin International Airport
63739,NPO,Nanga Pinoh Airport
63741,KTG,Rahadi Osman Airport
63742,MWK,Tarempa Airport
63743,NTX,Ranai Airport
63744,PNK,Supadio Airport
63745,PSU,Pangsuma Airport
63746,SQG,Sintang(Susilo) Airport
63747,DJB,Sultan Thaha Airport
63750,BUU,Muara Bungo Airport
63751,PGK,Pangkal Pinang (Depati Amir) Airport
63752,BKS,Fatmawati Soekarno Airport
63754,PLM,Sultan Mahmud Badaruddin II Airport
63755,PDO,Pendopo Airport
63756,RGT,Japura Airport
63757,PDG,Minangkabau International Airport
63758,MPC,Muko Muko Airport
63759,KLQ,Keluang Airport
63760,PXA,Bentayan Airport
63761,TPK,Teuku Cut Ali Airport
63762,SBG,Maimun Saleh Airport
63763,MEQ,Seunagan Airport
63765,TXE,Rembele Airport
63766,LSX,Lhok Sukon Airport
